TRP-10003|Noruega|Francia|467.1|3|en_curso|Oscar Nunez|11097684|54789005|28/06/2026
TRP-00821|Arequipa|London|160.74|3|completado|Ivan Huayllani|87121878|56234560|01/03/2026
TRP-00822|Barcelona|Rome|160.93|3|completado|Ivan Huayllani|87121878|67345661|26/03/2026
TRP-00823|Rome|Tacna|161.11|2|completado|Ivan Huayllani|87121878|78456762|20/04/2026
TRP-00824|Madrid|Tacna|160.48|1|completado|Ivan Huayllani|87121878|89567863|17/05/2026
TRP-00825|Iquitos|Chiclayo|160.23|2|completado|Ivan Huayllani|87121878|90678964|16/04/2026
TRP-00826|Berlin|Huancayo|161.85|3|completado|Ivan Huayllani|87121878|10789065|06/05/2026
TRP-00827|Rome|Huancayo|160.92|1|completado|Ivan Huayllani|87121878|21890166|07/05/2026
TRP-00828|Madrid|Amsterdam|161.85|3|completado|Ivan Huayllani|87121878|32901267|20/04/2026
TRP-00829|Berlin|Barcelona|160.87|3|completado|Ivan Huayllani|87121878|43012368|18/05/2026
TRP-00830|Amsterdam|Milan|159.65|2|completado|Ivan Huayllani|87121878|54123469|09/03/2026
TRP-00831|Amsterdam|Paris|161.01|1|completado|Ivan Huayllani|87121878|65234570|31/03/2026
TRP-00832|Milan|Barcelona|159.81|1|completado|Ivan Huayllani|87121878|76345671|22/03/2026
TRP-00833|Paris|Barcelona|160.59|1|completado|Ivan Huayllani|87121878|87456772|25/04/2026
TRP-00834|Tacna|Huancayo|58|2|completado|Erick Zapata|21417433|98567873|16/05/2026
TRP-00835|Huanuco|Tacna|57.66|2|completado|Erick Zapata|21417433|12678974|06/04/2026
TRP-00836|Barcelona|Arequipa|58.49|3|completado|Erick Zapata|21417433|23789075|03/04/2026
TRP-00837|Piura|Trujillo|55.05|2|completado|Erick Zapata|21417433|34890176|08/03/2026
TRP-00838|Madrid|Arequipa|159.65|3|completado|Aaron Cusi|72890038|45901277|19/05/2026
TRP-00839|Huancayo|Rome|160.35|2|completado|Aaron Cusi|72890038|56012378|20/04/2026
TRP-00840|Barcelona|Chiclayo|160.79|3|completado|Aaron Cusi|72890038|67123479|06/03/2026
TRP-00841|Junin|Cajamarca|160.9|3|completado|Aaron Cusi|72890038|78234580|24/03/2026
TRP-00842|Piura|Madrid|159.3|2|completado|Aaron Cusi|72890038|89345681|08/04/2026
TRP-00843|Madrid|Chiclayo|159.81|2|completado|Aaron Cusi|72890038|90456782|14/04/2026
TRP-00844|Arequipa|Chiclayo|158.88|1|completado|Aaron Cusi|72890038|10567883|19/05/2026
TRP-00845|Chiclayo|Tacna|158.97|3|completado|Aaron Cusi|72890038|21678984|07/05/2026
TRP-00846|Rome|Huanuco|159.01|1|completado|Aaron Cusi|72890038|32789085|16/04/2026
TRP-00847|Berlin|Amsterdam|159.6|2|completado|Aaron Cusi|72890038|43890186|26/04/2026
TRP-00848|Piura|Cajamarca|159.81|1|completado|Aaron Cusi|72890038|54901287|05/05/2026
TRP-00849|Huancayo|Lima|160.13|1|completado|Aaron Cusi|72890038|65012388|11/04/2026
TRP-00850|Junin|Berlin|158.89|1|completado|Aaron Cusi|72890038|76123489|07/03/2026
TRP-00851|Milan|Trujillo|160.91|3|completado|Aaron Cusi|72890038|87234590|09/03/2026
TRP-00852|London|Trujillo|160.19|2|completado|Aaron Cusi|72890038|98345691|06/03/2026
TRP-00853|Huanuco|Rome|158.61|2|completado|Aaron Cusi|72890038|12456792|11/03/2026
TRP-00854|Amsterdam|Junin|123.97|3|completado|Wilson Farfan|59488163|23567893|22/03/2026
TRP-00855|Trujillo|Piura|125.35|1|completado|Wilson Farfan|59488163|34678994|05/05/2026
TRP-00856|Madrid|London|124.7|1|completado|Wilson Farfan|59488163|45789095|26/04/2026
TRP-00857|Chiclayo|Madrid|122.85|3|completado|Wilson Farfan|59488163|56890196|18/03/2026
TRP-00858|Cusco|Paris|124.27|1|completado|Wilson Farfan|59488163|67901297|03/05/2026
TRP-00859|Amsterdam|Rome|122.85|1|completado|Wilson Farfan|59488163|78012398|30/04/2026
TRP-00860|Amsterdam|Tacna|122.77|2|completado|Wilson Farfan|59488163|89123499|15/03/2026
TRP-00861|Cusco|Piura|126.74|1|completado|Wilson Farfan|59488163|90234500|18/03/2026
TRP-00862|Tacna|Rome|78.51|1|completado|Yefferson Alvarez|29985426|10345601|17/03/2026
TRP-00863|Piura|Amsterdam|77.3|2|completado|Yefferson Alvarez|29985426|21456702|10/04/2026
TRP-00864|Huanuco|Chiclayo|76.67|1|completado|Yefferson Alvarez|29985426|32567803|19/04/2026
TRP-00865|Piura|Cajamarca|78.33|1|completado|Yefferson Alvarez|29985426|43678904|13/05/2026
TRP-00866|Amsterdam|Huancayo|78.96|3|completado|Yefferson Alvarez|29985426|54789005|04/03/2026
TRP-00867|Cajamarca|Huanuco|77.2|3|completado|Yefferson Alvarez|29985426|65890106|10/03/2026
TRP-00868|Barcelona|Madrid|78.11|3|completado|Yefferson Alvarez|29985426|76901207|05/04/2026
TRP-00869|Cusco|Piura|76.57|3|completado|Yefferson Alvarez|29985426|87012308|11/03/2026
TRP-00870|Junin|London|79.65|1|completado|Yefferson Alvarez|29985426|98123409|21/03/2026
TRP-00871|Rome|Lima|106.27|2|completado|Daniel Pumacahua|54284161|12234510|16/05/2026
TRP-00872|Trujillo|Chiclayo|106.99|2|completado|Daniel Pumacahua|54284161|23345611|11/03/2026
TRP-00873|Piura|London|106.75|3|completado|Daniel Pumacahua|54284161|34456712|15/05/2026
TRP-00874|Huancayo|Piura|107.78|2|completado|Daniel Pumacahua|54284161|45567813|20/05/2026
TRP-00875|Trujillo|Chiclayo|107.54|1|completado|Daniel Pumacahua|54284161|56678914|22/03/2026
TRP-00876|Huancayo|Rome|106.03|2|completado|Daniel Pumacahua|54284161|67789015|01/03/2026
TRP-00877|London|Trujillo|108.45|2|completado|Daniel Pumacahua|54284161|78890116|16/03/2026
TRP-00878|Chiclayo|Piura|106.59|2|completado|Daniel Pumacahua|54284161|89901217|21/04/2026
TRP-00879|London|Cajamarca|108.38|3|completado|Daniel Pumacahua|54284161|90012318|10/03/2026
TRP-00880|Arequipa|Junin|106.6|2|completado|Daniel Pumacahua|54284161|11123419|15/04/2026
TRP-00881|Lima|Berlin|107.75|2|completado|Daniel Pumacahua|54284161|12345611|25/03/2026
TRP-00882|Junin|Lima|105.75|2|completado|Daniel Pumacahua|54284161|87654312|20/05/2026
TRP-00883|Paris|Amsterdam|107.11|2|completado|Daniel Pumacahua|54284161|23456712|08/03/2026
TRP-00884|Piura|Junin|105.91|3|completado|Daniel Pumacahua|54284161|34567813|09/04/2026
TRP-00885|Milan|Chiclayo|141.21|2|completado|Edwin Huayllani|33222022|45678914|03/03/2026
TRP-00886|Junin|Huancayo|139.92|3|completado|Edwin Huayllani|33222022|56789015|30/04/2026
TRP-00887|Lima|Arequipa|141.36|2|completado|Edwin Huayllani|33222022|67890116|09/04/2026
TRP-00888|Lima|Chiclayo|140.98|2|completado|Edwin Huayllani|33222022|78901217|19/03/2026
TRP-00889|Rome|Junin|140.17|2|completado|Edwin Huayllani|33222022|89012318|05/04/2026
TRP-00890|Cusco|Trujillo|139.69|3|completado|Edwin Huayllani|33222022|90123419|04/03/2026
TRP-00891|Rome|Iquitos|140.9|1|completado|Edwin Huayllani|33222022|11223520|08/05/2026
TRP-00892|Berlin|Milan|140.83|2|completado|Edwin Huayllani|33222022|22334621|06/04/2026
TRP-00893|Huanuco|Junin|139|1|completado|Edwin Huayllani|33222022|33445722|09/04/2026
TRP-00894|Amsterdam|Rome|140.2|2|completado|Edwin Huayllani|33222022|44556823|20/04/2026
TRP-00895|Cajamarca|Arequipa|141.39|2|completado|Edwin Huayllani|33222022|55667924|15/04/2026
TRP-00896|Huancayo|Arequipa|140.27|3|completado|Edwin Huayllani|33222022|66778025|04/05/2026
TRP-00897|Chiclayo|Huancayo|140.91|3|completado|Edwin Huayllani|33222022|77889126|24/04/2026
TRP-00898|Madrid|Piura|135.77|2|completado|Edwin Huayllani|33222022|88990227|08/03/2026
TRP-00899|Huancayo|Tacna|159.64|3|completado|Miguel Mantilla|48768315|99001328|14/05/2026
TRP-00900|Tacna|Milan|159.14|3|completado|Miguel Mantilla|48768315|10111429|07/04/2026
TRP-00901|Rome|Huanuco|160.96|1|completado|Miguel Mantilla|48768315|21323530|01/04/2026
TRP-00902|Tacna|London|160.72|2|completado|Miguel Mantilla|48768315|32434631|26/03/2026
TRP-00903|London|Berlin|159.21|1|completado|Miguel Mantilla|48768315|43545732|29/04/2026
TRP-00904|Junin|London|161.81|1|completado|Miguel Mantilla|48768315|54656833|09/04/2026
TRP-00905|Iquitos|Tacna|161.76|2|completado|Miguel Mantilla|48768315|65767934|09/03/2026
TRP-00906|Rome|Berlin|161.68|3|completado|Miguel Mantilla|48768315|76879035|21/03/2026
TRP-00907|Chiclayo|Cusco|160.92|3|completado|Miguel Mantilla|48768315|87990136|10/03/2026
TRP-00908|Trujillo|Berlin|160.88|1|completado|Miguel Mantilla|48768315|98901237|29/03/2026
TRP-00909|Piura|Madrid|159.99|1|completado|Miguel Mantilla|48768315|12012338|03/04/2026
TRP-00910|Barcelona|Lima|160.59|3|completado|Miguel Mantilla|48768315|23123439|18/04/2026
TRP-00911|Tacna|Piura|160.47|1|completado|Miguel Mantilla|48768315|34234540|29/04/2026
TRP-00912|Trujillo|Rome|157.33|2|completado|Miguel Mantilla|48768315|45345641|15/03/2026
TRP-00913|Chiclayo|Tacna|98.52|2|completado|Ulises Cusi|89278943|56456742|23/04/2026
TRP-00914|Rome|Huanuco|100.79|2|completado|Ulises Cusi|89278943|67567843|21/03/2026
TRP-00915|Huanuco|Madrid|99.12|2|completado|Ulises Cusi|89278943|78678944|06/04/2026
TRP-00916|Amsterdam|Cusco|98.34|3|completado|Ulises Cusi|89278943|89789045|09/04/2026
TRP-00917|Tacna|Trujillo|99.99|1|completado|Ulises Cusi|89278943|90890146|06/05/2026
TRP-00918|Piura|Berlin|99.64|1|completado|Ulises Cusi|89278943|10901247|17/04/2026
TRP-00919|Iquitos|Paris|127.92|1|completado|Brayan Lopez|85756652|21012348|07/03/2026
TRP-00920|Huancayo|Milan|127.63|1|completado|Brayan Lopez|85756652|32123449|19/05/2026
TRP-00921|Huanuco|Milan|128.91|2|completado|Brayan Lopez|85756652|43234550|07/04/2026
TRP-00922|Huanuco|Trujillo|127.13|2|completado|Brayan Lopez|85756652|54345651|07/03/2026
TRP-00923|Madrid|Piura|128.13|3|completado|Brayan Lopez|85756652|65456752|26/03/2026
TRP-00924|Chiclayo|Iquitos|128.13|3|completado|Brayan Lopez|85756652|76567853|29/03/2026
TRP-00925|Huanuco|Tacna|131.25|2|completado|Brayan Lopez|85756652|87678954|07/04/2026
TRP-00926|Arequipa|Trujillo|175.92|2|completado|Eduardo Ccahuana|64950286|98789055|03/04/2026
TRP-00927|Madrid|Iquitos|176.94|2|completado|Eduardo Ccahuana|64950286|12890156|25/03/2026
TRP-00928|Paris|Milan|176.35|1|completado|Eduardo Ccahuana|64950286|23901257|08/04/2026
TRP-00929|Berlin|Cusco|175.37|2|completado|Eduardo Ccahuana|64950286|34012358|16/03/2026
TRP-00930|Berlin|Trujillo|176.91|2|completado|Eduardo Ccahuana|64950286|45123459|08/05/2026
TRP-00931|Madrid|Huancayo|175.77|3|completado|Eduardo Ccahuana|64950286|56234560|01/05/2026
TRP-00932|Huanuco|Huancayo|177.24|1|completado|Eduardo Ccahuana|64950286|67345661|04/05/2026
TRP-00933|Huanuco|Paris|175.75|3|completado|Eduardo Ccahuana|64950286|78456762|04/05/2026
TRP-00934|Piura|Lima|177.71|3|completado|Eduardo Ccahuana|64950286|89567863|08/05/2026
TRP-00935|Cajamarca|Rome|174.84|2|completado|Eduardo Ccahuana|64950286|90678964|17/05/2026
TRP-00936|Paris|Amsterdam|176.06|3|completado|Eduardo Ccahuana|64950286|10789065|02/05/2026
TRP-00937|Piura|Chiclayo|177.2|3|completado|Eduardo Ccahuana|64950286|21890166|20/05/2026
TRP-00938|Rome|Lima|175.09|3|completado|Eduardo Ccahuana|64950286|32901267|30/04/2026
TRP-00939|London|Milan|176.75|3|completado|Eduardo Ccahuana|64950286|43012368|12/03/2026
TRP-00940|Rome|Lima|94.74|2|completado|Percy Cruz|98098121|54123469|01/03/2026
TRP-00941|Cajamarca|Barcelona|93.67|3|completado|Percy Cruz|98098121|65234570|14/04/2026
TRP-00942|Rome|Huanuco|95.65|1|completado|Percy Cruz|98098121|76345671|07/05/2026
TRP-00943|Rome|Cusco|93.24|1|completado|Percy Cruz|98098121|87456772|04/03/2026
TRP-00944|Milan|Madrid|94.32|3|completado|Percy Cruz|98098121|98567873|06/05/2026
TRP-00945|Piura|Chiclayo|94.96|1|completado|Percy Cruz|98098121|12678974|07/05/2026
TRP-00946|Barcelona|Iquitos|94.33|1|completado|Percy Cruz|98098121|23789075|23/04/2026
TRP-00947|Paris|Piura|94.09|3|completado|Percy Cruz|98098121|34890176|03/03/2026
TRP-00948|Trujillo|Paris|170.85|3|completado|Piero Quispe|64533330|45901277|30/03/2026
TRP-00949|Huancayo|Lima|172.21|1|completado|Piero Quispe|64533330|56012378|29/03/2026
TRP-00950|Trujillo|Rome|172.41|3|completado|Piero Quispe|64533330|67123479|13/04/2026
TRP-00951|Trujillo|Cusco|172.74|2|completado|Piero Quispe|64533330|78234580|13/05/2026
TRP-00952|Piura|Chiclayo|171.58|2|completado|Piero Quispe|64533330|89345681|22/04/2026
TRP-00953|Paris|London|171.8|3|completado|Piero Quispe|64533330|90456782|19/03/2026
TRP-00954|Berlin|Paris|170.32|3|completado|Piero Quispe|64533330|10567883|19/03/2026
TRP-00955|Madrid|Arequipa|172.17|2|completado|Piero Quispe|64533330|21678984|03/04/2026
TRP-00956|Cajamarca|Milan|172.69|2|completado|Piero Quispe|64533330|32789085|15/05/2026
TRP-00957|Lima|Barcelona|170.08|2|completado|Piero Quispe|64533330|43890186|27/04/2026
TRP-00958|Junin|Madrid|172.02|1|completado|Piero Quispe|64533330|54901287|07/03/2026
TRP-00959|Berlin|Huancayo|171.99|2|completado|Piero Quispe|64533330|65012388|04/05/2026
TRP-00960|Lima|Berlin|171.23|1|completado|Piero Quispe|64533330|76123489|17/03/2026
TRP-00961|Huanuco|Amsterdam|169.71|3|completado|Piero Quispe|64533330|87234590|03/05/2026
TRP-00962|Iquitos|Arequipa|117.93|2|completado|Roberto Torres|50162120|98345691|15/03/2026
TRP-00963|Arequipa|Tacna|118.69|2|completado|Roberto Torres|50162120|12456792|04/03/2026
TRP-00964|Lima|London|119.4|2|completado|Roberto Torres|50162120|23567893|08/03/2026
TRP-00965|Arequipa|Iquitos|120.38|2|completado|Roberto Torres|50162120|34678994|08/05/2026
TRP-00966|Junin|Milan|165.52|2|completado|Ruben Quiroz|37241591|45789095|29/03/2026
TRP-00967|Huancayo|London|165.73|3|completado|Ruben Quiroz|37241591|56890196|06/05/2026
TRP-00968|Chiclayo|Huanuco|165.26|3|completado|Ruben Quiroz|37241591|67901297|11/05/2026
TRP-00969|Berlin|Arequipa|166.53|1|completado|Ruben Quiroz|37241591|78012398|10/04/2026
TRP-00970|Madrid|Piura|165.92|3|completado|Ruben Quiroz|37241591|89123499|13/03/2026
TRP-00971|Huancayo|Paris|164.7|1|completado|Ruben Quiroz|37241591|90234500|11/03/2026
TRP-00972|Cusco|Paris|167.64|2|completado|Ruben Quiroz|37241591|10345601|13/04/2026
TRP-00973|Iquitos|Huanuco|189.16|3|completado|Oscar Nunez|11097684|21456702|13/03/2026
TRP-00974|Huancayo|Iquitos|190.21|2|completado|Oscar Nunez|11097684|32567803|21/04/2026
TRP-00975|Berlin|Paris|188.31|1|completado|Oscar Nunez|11097684|43678904|11/05/2026
TRP-00976|Huanuco|Piura|190.15|1|completado|Oscar Nunez|11097684|54789005|25/03/2026
TRP-00977|Paris|Cajamarca|189.41|3|completado|Oscar Nunez|11097684|65890106|08/04/2026
TRP-00978|Huancayo|Arequipa|190.44|3|completado|Oscar Nunez|11097684|76901207|04/03/2026
TRP-00979|Berlin|Huanuco|191.02|3|completado|Oscar Nunez|11097684|87012308|05/05/2026
TRP-00980|Arequipa|Lima|189.73|3|completado|Oscar Nunez|11097684|98123409|11/05/2026
TRP-00981|Trujillo|Rome|190.57|1|completado|Oscar Nunez|11097684|12234510|22/04/2026
TRP-00982|Madrid|Berlin|187.7|1|completado|Oscar Nunez|11097684|23345611|30/04/2026
TRP-00983|Chiclayo|Junin|109.64|3|completado|Luis Villanueva|44959567|34456712|12/03/2026
TRP-00984|Madrid|Berlin|111.76|2|completado|Luis Villanueva|44959567|45567813|14/05/2026
TRP-00985|Piura|Trujillo|110.22|3|completado|Luis Villanueva|44959567|56678914|10/05/2026
TRP-00986|Madrid|Amsterdam|110.62|3|completado|Luis Villanueva|44959567|67789015|11/03/2026
TRP-00987|Trujillo|Huanuco|109.56|3|completado|Luis Villanueva|44959567|78890116|05/04/2026
TRP-00988|Huanuco|Milan|110.95|2|completado|Luis Villanueva|44959567|89901217|07/04/2026
TRP-00989|Junin|Berlin|109.25|2|completado|Luis Villanueva|44959567|90012318|22/03/2026
TRP-00990|London|Arequipa|110.67|3|completado|Luis Villanueva|44959567|11123419|07/05/2026
TRP-00991|Arequipa|London|110.08|1|completado|Luis Villanueva|44959567|12345611|23/03/2026
TRP-00992|Milan|Rome|109.31|3|completado|Luis Villanueva|44959567|87654312|16/03/2026
TRP-00993|Arequipa|Cusco|109.85|3|completado|Luis Villanueva|44959567|23456712|31/03/2026
TRP-00994|Barcelona|Huancayo|111.09|3|completado|Luis Villanueva|44959567|34567813|06/04/2026
TRP-00995|Tacna|Iquitos|114.8|2|completado|Luis Villanueva|44959567|45678914|07/04/2026
TRP-00996|Tacna|Amsterdam|80.62|2|completado|Roberto Galvez|39310742|56789015|17/05/2026
TRP-00997|Chiclayo|Arequipa|79.09|2|completado|Roberto Galvez|39310742|67890116|20/04/2026
TRP-00998|Berlin|Milan|78.33|2|completado|Roberto Galvez|39310742|78901217|09/04/2026
TRP-00999|Iquitos|Cusco|78.31|3|completado|Roberto Galvez|39310742|89012318|29/04/2026
TRP-01000|Rome|Cusco|79.76|2|completado|Roberto Galvez|39310742|90123419|28/04/2026
TRP-01001|London|Huanuco|78.76|1|completado|Roberto Galvez|39310742|11223520|10/05/2026
TRP-01002|Arequipa|London|80.65|3|completado|Roberto Galvez|39310742|22334621|04/03/2026
TRP-01003|Amsterdam|Trujillo|79.54|1|completado|Roberto Galvez|39310742|33445722|15/03/2026
TRP-01004|Trujillo|Huancayo|78.83|3|completado|Roberto Galvez|39310742|44556823|19/05/2026
TRP-01005|Huancayo|Rome|80.41|3|completado|Roberto Galvez|39310742|55667924|05/04/2026
TRP-01006|Milan|Piura|82.4|1|completado|Roberto Galvez|39310742|66778025|29/04/2026
TRP-01007|Berlin|Milan|85.63|2|completado|Walter Gomez|65629437|77889126|02/03/2026
TRP-01008|Tacna|Cajamarca|87.26|2|completado|Walter Gomez|65629437|88990227|21/04/2026
TRP-01009|London|Chiclayo|86.23|2|completado|Walter Gomez|65629437|99001328|13/05/2026
TRP-01010|Madrid|Piura|86.5|2|completado|Walter Gomez|65629437|10111429|05/04/2026
TRP-01011|Milan|Paris|86.41|1|completado|Walter Gomez|65629437|21323530|15/05/2026
TRP-01012|Trujillo|Madrid|87.6|2|completado|Walter Gomez|65629437|32434631|01/03/2026
TRP-01013|Iquitos|Barcelona|86.82|2|completado|Walter Gomez|65629437|43545732|14/05/2026
TRP-01014|Tacna|Huancayo|86.3|1|completado|Walter Gomez|65629437|54656833|12/04/2026
TRP-01015|Cusco|Cajamarca|86.79|3|completado|Walter Gomez|65629437|65767934|25/03/2026
TRP-01016|Tacna|Paris|87.99|1|completado|Walter Gomez|65629437|76879035|01/05/2026
TRP-01017|Chiclayo|Milan|87.12|3|completado|Walter Gomez|65629437|87990136|01/05/2026
TRP-01018|Cusco|Milan|85.61|1|completado|Walter Gomez|65629437|98901237|06/05/2026
TRP-01019|Lima|Huanuco|92.04|1|completado|Walter Gomez|65629437|12012338|14/05/2026
TRP-01020|Lima|Barcelona|36.87|1|completado|Piero Coronado|53619907|23123439|28/04/2026
TRP-01021|Cajamarca|Amsterdam|37.43|2|completado|Piero Coronado|53619907|34234540|09/05/2026
TRP-01022|Arequipa|Tacna|35.88|2|completado|Piero Coronado|53619907|45345641|24/04/2026
TRP-01023|Iquitos|Paris|34.76|3|completado|Piero Coronado|53619907|56456742|08/05/2026
TRP-01024|Berlin|Iquitos|37.13|3|completado|Piero Coronado|53619907|67567843|07/04/2026
TRP-01025|Paris|Tacna|35.15|1|completado|Piero Coronado|53619907|78678944|11/05/2026
TRP-01026|Barcelona|Lima|35.52|3|completado|Piero Coronado|53619907|89789045|06/05/2026
TRP-01027|Chiclayo|Trujillo|37.49|2|completado|Piero Coronado|53619907|90890146|11/03/2026
TRP-01028|Arequipa|London|36.14|2|completado|Piero Coronado|53619907|10901247|28/03/2026
TRP-01029|Tacna|Amsterdam|34.86|3|completado|Piero Coronado|53619907|21012348|07/05/2026
TRP-01030|Trujillo|Milan|37.51|2|completado|Piero Coronado|53619907|32123449|25/03/2026
TRP-01031|Berlin|Barcelona|33.76|1|completado|Piero Coronado|53619907|43234550|12/05/2026
TRP-01032|Barcelona|Milan|152.99|1|completado|Joaquin Choque|35365617|54345651|26/03/2026
TRP-01033|Cajamarca|Huancayo|152.2|3|completado|Joaquin Choque|35365617|65456752|26/03/2026
TRP-01034|Arequipa|Amsterdam|152.83|2|completado|Joaquin Choque|35365617|76567853|04/05/2026
TRP-01035|Madrid|Chiclayo|152.89|3|completado|Joaquin Choque|35365617|87678954|15/05/2026
TRP-01036|Chiclayo|Berlin|152.58|2|completado|Joaquin Choque|35365617|98789055|07/03/2026
TRP-01037|Berlin|Piura|153.53|1|completado|Joaquin Choque|35365617|12890156|07/05/2026
TRP-01038|Berlin|Trujillo|153.26|2|completado|Joaquin Choque|35365617|23901257|19/05/2026
TRP-01039|Milan|Huanuco|153.06|1|completado|Joaquin Choque|35365617|34012358|12/04/2026
TRP-01040|Barcelona|Tacna|152.04|2|completado|Joaquin Choque|35365617|45123459|13/03/2026
TRP-01041|Rome|Huanuco|151.71|2|completado|Joaquin Choque|35365617|56234560|15/05/2026
TRP-01042|Iquitos|London|153.73|3|completado|Joaquin Choque|35365617|67345661|16/04/2026
TRP-01043|Piura|Huanuco|152.75|3|completado|Joaquin Choque|35365617|78456762|12/03/2026
TRP-01044|Amsterdam|Huanuco|152.92|1|completado|Joaquin Choque|35365617|89567863|19/04/2026
TRP-01045|Iquitos|Junin|151.56|1|completado|Joaquin Choque|35365617|90678964|18/04/2026
TRP-01046|Huanuco|Barcelona|152.15|3|completado|Joaquin Choque|35365617|10789065|13/03/2026
TRP-01047|Madrid|Milan|18.8|3|completado|Javier Yupanqui|19232674|21890166|15/04/2026
TRP-01048|Rome|Amsterdam|19.4|2|completado|Javier Yupanqui|19232674|32901267|17/05/2026
TRP-01049|London|Junin|18.75|3|completado|Javier Yupanqui|19232674|43012368|11/05/2026
TRP-01050|Tacna|Madrid|19.57|1|completado|Javier Yupanqui|19232674|54123469|08/05/2026
TRP-01051|Rome|Arequipa|21.25|1|completado|Javier Yupanqui|19232674|65234570|19/04/2026
TRP-01052|Piura|Paris|18.96|1|completado|Javier Yupanqui|19232674|76345671|17/04/2026
TRP-01053|Piura|Tacna|20.42|1|completado|Javier Yupanqui|19232674|87456772|24/03/2026
TRP-01054|Cajamarca|Milan|19.86|2|completado|Javier Yupanqui|19232674|98567873|15/04/2026
TRP-01055|London|Huancayo|20.93|3|completado|Javier Yupanqui|19232674|12678974|17/05/2026
TRP-01056|Junin|London|18.94|1|completado|Javier Yupanqui|19232674|23789075|15/05/2026
TRP-01057|Cajamarca|Madrid|19.72|2|completado|Javier Yupanqui|19232674|34890176|25/04/2026
TRP-01058|Lima|Cusco|19.12|2|completado|Javier Yupanqui|19232674|45901277|04/03/2026
TRP-01059|Chiclayo|Arequipa|20.33|1|completado|Javier Yupanqui|19232674|56012378|06/05/2026
TRP-01060|Barcelona|Huancayo|21.05|3|completado|Javier Yupanqui|19232674|67123479|25/03/2026
TRP-01061|Junin|Paris|26.1|1|completado|Javier Yupanqui|19232674|78234580|03/05/2026
TRP-01062|Huancayo|Madrid|32.22|1|completado|Fernando Sanchez|39867026|89345681|04/03/2026
TRP-01063|Berlin|Iquitos|33.35|1|completado|Fernando Sanchez|39867026|90456782|08/04/2026
TRP-01064|Barcelona|Huancayo|33.48|3|completado|Fernando Sanchez|39867026|10567883|04/04/2026
TRP-01065|Tacna|Berlin|32.87|3|completado|Fernando Sanchez|39867026|21678984|13/04/2026
TRP-01066|Piura|Amsterdam|36.18|2|completado|Fernando Sanchez|39867026|32789085|10/05/2026
TRP-01067|Junin|Trujillo|115.82|1|completado|Juan Medina|18107910|43890186|09/03/2026
TRP-01068|Chiclayo|Trujillo|117.58|1|completado|Juan Medina|18107910|54901287|18/05/2026
TRP-01069|Rome|Milan|116.48|3|completado|Juan Medina|18107910|65012388|10/03/2026
TRP-01070|Arequipa|Berlin|114.76|3|completado|Juan Medina|18107910|76123489|15/03/2026
TRP-01071|Iquitos|Cajamarca|117.67|3|completado|Juan Medina|18107910|87234590|28/04/2026
TRP-01072|Lima|Huanuco|117.22|1|completado|Juan Medina|18107910|98345691|18/04/2026
TRP-01073|Barcelona|Arequipa|114.17|1|completado|Juan Medina|18107910|12456792|05/05/2026
TRP-01074|Trujillo|Amsterdam|197.69|1|completado|Henry Trujillo|43629901|23567893|31/03/2026
TRP-01075|Huancayo|Huanuco|197.37|2|completado|Henry Trujillo|43629901|34678994|23/03/2026
TRP-01076|Piura|Huancayo|199.15|2|completado|Henry Trujillo|43629901|45789095|11/04/2026
TRP-01077|Piura|Junin|198.93|3|completado|Henry Trujillo|43629901|56890196|07/05/2026
TRP-01078|Cusco|Piura|198.81|1|completado|Henry Trujillo|43629901|67901297|07/03/2026
TRP-01079|Lima|Amsterdam|196.64|3|completado|Henry Trujillo|43629901|78012398|02/05/2026
TRP-01080|Barcelona|Arequipa|196.78|3|completado|Henry Trujillo|43629901|89123499|19/05/2026
TRP-01081|Huancayo|Trujillo|196.52|2|completado|Henry Trujillo|43629901|90234500|14/03/2026
TRP-01082|Cajamarca|Cusco|198.19|3|completado|Henry Trujillo|43629901|10345601|04/03/2026
TRP-01083|London|Trujillo|199.06|2|completado|Henry Trujillo|43629901|21456702|21/03/2026
TRP-01084|Iquitos|Madrid|196.59|1|completado|Henry Trujillo|43629901|32567803|07/03/2026
TRP-01085|Piura|London|196.97|3|completado|Henry Trujillo|43629901|43678904|19/03/2026
TRP-01086|Junin|Cajamarca|198.13|3|completado|Henry Trujillo|43629901|54789005|11/04/2026
TRP-01087|Berlin|Rome|197.67|2|completado|Henry Trujillo|43629901|65890106|02/03/2026
TRP-01088|Paris|Lima|114.84|1|completado|Leonardo Ramos|19594327|76901207|20/03/2026
TRP-01089|Huancayo|Trujillo|113.73|1|completado|Leonardo Ramos|19594327|87012308|11/05/2026
TRP-01090|Junin|Barcelona|114.31|1|completado|Leonardo Ramos|19594327|98123409|07/04/2026
TRP-01091|Barcelona|Junin|114.83|3|completado|Leonardo Ramos|19594327|12234510|14/04/2026
TRP-01092|Piura|Rome|116.36|1|completado|Leonardo Ramos|19594327|23345611|08/05/2026
TRP-01093|Madrid|Cajamarca|117.23|1|completado|Leonardo Ramos|19594327|34456712|03/03/2026
TRP-01094|Piura|Tacna|122.7|3|completado|Giancarlo Pumacahua|35505637|45567813|18/05/2026
TRP-01095|Arequipa|Cusco|123.93|3|completado|Giancarlo Pumacahua|35505637|56678914|22/03/2026
